0'B, tp=0, ts=0, x0=386218873, x1=1
48'A, tp=46, ts=46, x0=5, x1=204119357
48'C, tp=46, ts=46, x0=1000002, x1=1000004
48'B, tp=46, ts=46, x0=441559477, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'C, tp=46, ts=46, x0=1000008, x1=1000006
48'B, tp=46, ts=46, x0=95060681, x1=7
48'C, tp=46, ts=46, x0=1000001, x1=1000011
48'A, tp=46, ts=46, x0=7265, x1=677404906
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'C, tp=46, ts=46, x0=1000001, x1=1000005
48'A, tp=46, ts=46, x0=541, x1=758818984
48'A, tp=46, ts=46, x0=117, x1=158914324
48'B, tp=46, ts=46, x0=246513220, x1=16
48'B, tp=46, ts=46, x0=992400976, x1=26
48'A, tp=46, ts=46, x0=5, x1=348927056
48'B, tp=46, ts=46, x0=482301236, x1=1
48'B, tp=46, ts=46, x0=949873247, x1=53
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'B, tp=46, ts=46, x0=417166054, x1=1
48'B, tp=46, ts=46, x0=37725651, x1=1
48'B, tp=46, ts=46, x0=411127370, x1=83
48'B, tp=46, ts=46, x0=272469863, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'C, tp=46, ts=46, x0=1000001, x1=1000009
48'C, tp=46, ts=46, x0=1000002, x1=1000004
48'B, tp=46, ts=46, x0=642246887, x1=1
48'B, tp=46, ts=46, x0=905685333, x1=1
48'B, tp=46, ts=46, x0=96308900, x1=6
48'B, tp=46, ts=46, x0=326921413, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000005
48'B, tp=46, ts=46, x0=929705085, x1=1
48'B, tp=46, ts=46, x0=309202811, x1=5
48'A, tp=46, ts=46, x0=4, x1=19245612
48'A, tp=46, ts=46, x0=9, x1=283732892
48'B, tp=46, ts=46, x0=246102550, x1=2
48'C, tp=46, ts=46, x0=1000001, x1=1000011
48'C, tp=46, ts=46, x0=1000002, x1=1000004
48'B, tp=46, ts=46, x0=387319146, x1=1
48'B, tp=46, ts=46, x0=312582238, x1=1
48'C, tp=46, ts=46, x0=1000002, x1=1000004
48'C, tp=46, ts=46, x0=1000001, x1=1000073
48'B, tp=46, ts=46, x0=842780954, x1=3
48'B, tp=46, ts=46, x0=69774165, x1=1
48'B, tp=46, ts=46, x0=148905918, x1=1
48'B, tp=46, ts=46, x0=368367492, x1=3
48'C, tp=46, ts=46, x0=1000004, x1=1000009
48'C, tp=46, ts=46, x0=1000001, x1=1000013
48'C, tp=46, ts=46, x0=1000004, x1=1000093
48'B, tp=46, ts=46, x0=864315205, x1=4
48'C, tp=46, ts=46, x0=1000005, x1=1000022
48'B, tp=46, ts=46, x0=342741156, x1=4
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'B, tp=46, ts=46, x0=76971359, x1=7
48'A, tp=46, ts=46, x0=90, x1=520105223
48'C, tp=46, ts=46, x0=1000001, x1=1000006
48'B, tp=46, ts=46, x0=649078413, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000006
48'A, tp=46, ts=46, x0=13, x1=224578022
48'B, tp=46, ts=46, x0=723365875, x1=1
48'B, tp=46, ts=46, x0=79455987, x1=12
48'B, tp=46, ts=46, x0=385534512, x1=4
48'B, tp=46, ts=46, x0=449138274, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'C, tp=46, ts=46, x0=1000003, x1=1000007
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'B, tp=46, ts=46, x0=16084961, x1=2
48'C, tp=46, ts=46, x0=1000001, x1=1000007
48'C, tp=46, ts=46, x0=1000001, x1=1000054
48'C, tp=46, ts=46, x0=1000002, x1=1000037
48'B, tp=46, ts=46, x0=559013680, x1=3
48'C, tp=46, ts=46, x0=1000002, x1=1000014
48'B, tp=46, ts=46, x0=50519292, x1=1
48'C, tp=46, ts=46, x0=1000002, x1=1000134
48'C, tp=46, ts=46, x0=1000015, x1=1000009
48'C, tp=46, ts=46, x0=1000001, x1=1000014
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'A, tp=46, ts=46, x0=4, x1=271980514
48'B, tp=46, ts=46, x0=317426709, x1=1
48'B, tp=46, ts=46, x0=381929571, x1=1
48'B, tp=46, ts=46, x0=148844037, x1=6
48'B, tp=46, ts=46, x0=733510740, x1=1
48'B, tp=46, ts=46, x0=745923890, x1=1
48'B, tp=46, ts=46, x0=924162443, x1=2
48'B, tp=46, ts=46, x0=710569433, x1=1
48'B, tp=46, ts=46, x0=688436664, x1=2
48'B, tp=46, ts=46, x0=609890185, x1=2
48'B, tp=46, ts=46, x0=717658994, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000014
48'B, tp=46, ts=46, x0=361180918, x1=1
48'B, tp=46, ts=46, x0=712085695, x1=1
48'B, tp=46, ts=46, x0=324725429, x1=1
48'B, tp=46, ts=46, x0=435446686, x1=2
48'B, tp=46, ts=46, x0=563090897, x1=4
48'B, tp=46, ts=46, x0=874737836, x1=1
48'B, tp=46, ts=46, x0=653046653, x1=1
48'B, tp=46, ts=46, x0=172241717, x1=1
48'A, tp=46, ts=46, x0=11, x1=649671961
48'C, tp=46, ts=46, x0=1000001, x1=1000011
48'B, tp=46, ts=46, x0=649671961, x1=1
48'B, tp=46, ts=46, x0=41194847, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'B, tp=46, ts=46, x0=989117192, x1=7
48'B, tp=46, ts=46, x0=224726100, x1=2
48'B, tp=46, ts=46, x0=87420022, x1=1
48'C, tp=46, ts=46, x0=1000010, x1=1000004
48'B, tp=46, ts=46, x0=986193529, x1=2
48'C, tp=46, ts=46, x0=1000002, x1=1002332
48'B, tp=46, ts=46, x0=292096868, x1=2
48'B, tp=46, ts=46, x0=188676956, x1=2
48'B, tp=46, ts=46, x0=4523365, x1=11
48'B, tp=46, ts=46, x0=683517553, x1=1
48'B, tp=46, ts=46, x0=373852343, x1=1
48'A, tp=46, ts=46, x0=10, x1=834681612
48'B, tp=46, ts=46, x0=703552870, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000011
48'C, tp=46, ts=46, x0=1000002, x1=1000006
48'B, tp=46, ts=46, x0=120711256, x1=2
48'A, tp=46, ts=46, x0=5, x1=268351100
48'C, tp=46, ts=46, x0=1000001, x1=1000007
48'C, tp=46, ts=46, x0=1000001, x1=1000100
48'A, tp=46, ts=46, x0=4, x1=614993758
48'C, tp=46, ts=46, x0=1000001, x1=1000007
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'B, tp=46, ts=46, x0=108897222, x1=1
48'B, tp=46, ts=46, x0=256036231, x1=1
48'B, tp=46, ts=46, x0=473630922, x1=1
48'B, tp=46, ts=46, x0=837841540, x1=10
48'B, tp=46, ts=46, x0=554254613, x1=3
48'A, tp=46, ts=46, x0=5, x1=343444506
48'C, tp=46, ts=46, x0=1000002, x1=1000011
48'C, tp=46, ts=46, x0=1000001, x1=1000051
48'C, tp=46, ts=46, x0=1000001, x1=1000005
48'B, tp=46, ts=46, x0=485601382, x1=1
48'C, tp=46, ts=46, x0=1000010, x1=1000004
48'B, tp=46, ts=46, x0=440702950, x1=1
48'A, tp=46, ts=46, x0=4, x1=152804253
48'A, tp=46, ts=46, x0=13, x1=273322643
48'C, tp=46, ts=46, x0=1000002, x1=1000013
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'B, tp=46, ts=46, x0=524753776, x1=1
48'C, tp=46, ts=46, x0=1000004, x1=1000007
48'C, tp=46, ts=46, x0=1000007, x1=1000004
48'C, tp=46, ts=46, x0=1000004, x1=1000005
48'B, tp=46, ts=46, x0=925668166, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1015274
48'C, tp=46, ts=46, x0=1000001, x1=1000005
48'B, tp=46, ts=46, x0=415243372, x1=1
48'A, tp=46, ts=46, x0=55, x1=721108283
48'B, tp=46, ts=46, x0=130544894, x1=1
48'B, tp=46, ts=46, x0=189028069, x1=3
48'B, tp=46, ts=46, x0=165198176, x1=5
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'B, tp=46, ts=46, x0=26249221, x1=1
48'B, tp=46, ts=46, x0=573488022, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000008
48'B, tp=46, ts=46, x0=990129108, x1=2
48'C, tp=46, ts=46, x0=1000001, x1=1000012
48'B, tp=46, ts=46, x0=276606093, x1=1
48'B, tp=46, ts=46, x0=14191278, x1=1
48'B, tp=46, ts=46, x0=263770279, x1=2
48'B, tp=46, ts=46, x0=95003468, x1=3
48'C, tp=46, ts=46, x0=1000002, x1=1000004
48'B, tp=46, ts=46, x0=145854978, x1=13
48'C, tp=46, ts=46, x0=1000001, x1=1000006
48'B, tp=46, ts=46, x0=522505357, x1=2
48'C, tp=46, ts=46, x0=1000001, x1=1000042
48'C, tp=46, ts=46, x0=1000001, x1=1000005
48'C, tp=46, ts=46, x0=1000004, x1=1000006
48'A, tp=46, ts=46, x0=4, x1=90461850
48'C, tp=46, ts=46, x0=1000001, x1=1000006
48'C, tp=46, ts=46, x0=1000001, x1=1000009
48'C, tp=46, ts=46, x0=1000002, x1=1000004
48'A, tp=46, ts=46, x0=11, x1=354698478
48'B, tp=46, ts=46, x0=239883617, x1=6
48'C, tp=46, ts=46, x0=1000001, x1=1000005
48'A, tp=46, ts=46, x0=6, x1=44122524
48'B, tp=46, ts=46, x0=142110614, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000005
48'B, tp=46, ts=46, x0=989137511, x1=2
48'B, tp=46, ts=46, x0=880904566, x1=1
48'B, tp=46, ts=46, x0=412753213, x1=3
48'B, tp=46, ts=46, x0=884674629, x1=1
48'C, tp=46, ts=46, x0=1000001, x1=1000006
48'B, tp=46, ts=46, x0=528884288, x1=5
48'C, tp=46, ts=46, x0=1000002, x1=1000004
48'B, tp=46, ts=46, x0=73307540, x1=1
48'B, tp=46, ts=46, x0=363890784, x1=2
48'A, tp=46, ts=46, x0=4, x1=703263729
48'C, tp=46, ts=46, x0=1000002, x1=1000016
48'C, tp=46, ts=46, x0=1000001, x1=1000004
48'B, tp=46, ts=46, x0=921077384, x1=1
48'B, tp=46, ts=46, x0=784462750, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000010
48'C, tp=47, ts=47, x0=1000001, x1=1000006
48'C, tp=47, ts=47, x0=1000001, x1=1000015
48'C, tp=47, ts=47, x0=1000001, x1=1000104
48'A, tp=47, ts=47, x0=4, x1=104359895
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'A, tp=47, ts=47, x0=5, x1=19561521
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=752206289, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=853715258, x1=4
48'C, tp=47, ts=47, x0=1000005, x1=1000004
48'B, tp=47, ts=47, x0=400311966, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000010
48'B, tp=47, ts=47, x0=964566065, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000294
48'C, tp=47, ts=47, x0=1000003, x1=1000009
48'B, tp=47, ts=47, x0=501196974, x1=1
48'B, tp=47, ts=47, x0=903234987, x1=1
48'B, tp=47, ts=47, x0=844998104, x1=3
48'B, tp=47, ts=47, x0=276625253, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000028
48'A, tp=47, ts=47, x0=6, x1=165812737
48'C, tp=47, ts=47, x0=1000002, x1=1000005
48'B, tp=47, ts=47, x0=544854216, x1=1
48'A, tp=47, ts=47, x0=4, x1=25669132
48'B, tp=47, ts=47, x0=564640919, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'B, tp=47, ts=47, x0=707330384, x1=17
48'C, tp=47, ts=47, x0=1000001, x1=1000006
48'B, tp=47, ts=47, x0=208929136, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000005
48'C, tp=47, ts=47, x0=1000022, x1=1000064
48'B, tp=47, ts=47, x0=806145093, x1=4
48'C, tp=47, ts=47, x0=1000001, x1=1000007
48'B, tp=47, ts=47, x0=546926807, x1=1
48'B, tp=47, ts=47, x0=686033472, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000007
48'C, tp=47, ts=47, x0=1000004, x1=1000006
48'C, tp=47, ts=47, x0=1000004, x1=1000006
48'C, tp=47, ts=47, x0=1000003, x1=1000013
48'C, tp=47, ts=47, x0=1000002, x1=1000005
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'B, tp=47, ts=47, x0=25720733, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'C, tp=47, ts=47, x0=1000004, x1=1000004
48'B, tp=47, ts=47, x0=318285655, x1=1
48'B, tp=47, ts=47, x0=647481755, x1=3
48'B, tp=47, ts=47, x0=370281938, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000040
48'C, tp=47, ts=47, x0=1000001, x1=1000011
48'A, tp=47, ts=47, x0=4, x1=484523800
48'B, tp=47, ts=47, x0=35845282, x1=3
48'C, tp=47, ts=47, x0=1000001, x1=1000102
48'B, tp=47, ts=47, x0=597438151, x1=1
48'A, tp=47, ts=47, x0=4, x1=701760850
48'B, tp=47, ts=47, x0=437251274, x1=1
48'B, tp=47, ts=47, x0=14770514, x1=7
48'B, tp=47, ts=47, x0=566962743, x1=1
48'A, tp=47, ts=47, x0=28, x1=461280079
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'B, tp=47, ts=47, x0=318647449, x1=1
48'A, tp=47, ts=47, x0=4, x1=874105511
48'C, tp=47, ts=47, x0=1000003, x1=1000004
48'B, tp=47, ts=47, x0=756177867, x1=2
48'B, tp=47, ts=47, x0=138694547, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'B, tp=47, ts=47, x0=160108443, x1=1
48'B, tp=47, ts=47, x0=428123994, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000011
48'B, tp=47, ts=47, x0=644672465, x1=1
48'B, tp=47, ts=47, x0=220312937, x1=31
48'B, tp=47, ts=47, x0=93943332, x1=1
48'B, tp=47, ts=47, x0=897077367, x1=2
48'B, tp=47, ts=47, x0=834111591, x1=1
48'B, tp=47, ts=47, x0=307662234, x1=1
48'B, tp=47, ts=47, x0=369826189, x1=9
48'B, tp=47, ts=47, x0=792487815, x1=1
48'A, tp=47, ts=47, x0=5, x1=73592637
48'B, tp=47, ts=47, x0=160921218, x1=1
48'C, tp=47, ts=47, x0=1000010, x1=1000004
48'B, tp=47, ts=47, x0=927104764, x1=1
48'C, tp=47, ts=47, x0=1000004, x1=1000004
48'B, tp=47, ts=47, x0=522941213, x1=3
48'B, tp=47, ts=47, x0=842861837, x1=199
48'C, tp=47, ts=47, x0=1000002, x1=1000341
48'B, tp=47, ts=47, x0=43774576, x1=1
48'B, tp=47, ts=47, x0=927593326, x1=28
48'B, tp=47, ts=47, x0=229654586, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=471706909, x1=1
48'A, tp=47, ts=47, x0=15, x1=266380421
48'C, tp=47, ts=47, x0=1000001, x1=1000006
48'C, tp=47, ts=47, x0=1000001, x1=1000015
48'B, tp=47, ts=47, x0=753820032, x1=7
48'A, tp=47, ts=47, x0=4, x1=231996480
48'C, tp=47, ts=47, x0=1000002, x1=1000005
48'B, tp=47, ts=47, x0=786628899, x1=3
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'C, tp=47, ts=47, x0=1000005, x1=1000004
48'A, tp=47, ts=47, x0=7, x1=601409581
48'B, tp=47, ts=47, x0=564684441, x1=5
48'B, tp=47, ts=47, x0=440566048, x1=1
48'B, tp=47, ts=47, x0=830592154, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=969012256, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000009
48'C, tp=47, ts=47, x0=1000034, x1=1000004
48'C, tp=47, ts=47, x0=1000004, x1=1000160
48'B, tp=47, ts=47, x0=801413330, x1=1
48'B, tp=47, ts=47, x0=981378126, x1=3
48'C, tp=47, ts=47, x0=1000001, x1=1000006
48'C, tp=47, ts=47, x0=1000001, x1=1000006
48'B, tp=47, ts=47, x0=982338296, x1=1
48'B, tp=47, ts=47, x0=916237702, x1=1
48'B, tp=47, ts=47, x0=494998962, x1=2
48'B, tp=47, ts=47, x0=510756567, x1=12
48'B, tp=47, ts=47, x0=647533887, x1=1
48'B, tp=47, ts=47, x0=137848541, x1=5
48'B, tp=47, ts=47, x0=9846084, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000010
48'B, tp=47, ts=47, x0=250949251, x1=2
48'A, tp=47, ts=47, x0=14, x1=30025043
48'B, tp=47, ts=47, x0=100789903, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'B, tp=47, ts=47, x0=383864774, x1=1
48'A, tp=47, ts=47, x0=5, x1=567265232
48'B, tp=47, ts=47, x0=353455221, x1=1
48'C, tp=47, ts=47, x0=1000003, x1=1000010
48'B, tp=47, ts=47, x0=696755088, x1=1
48'B, tp=47, ts=47, x0=670293949, x1=1
48'A, tp=47, ts=47, x0=5, x1=316197611
48'B, tp=47, ts=47, x0=553651594, x1=2
48'B, tp=47, ts=47, x0=392363611, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'A, tp=47, ts=47, x0=4, x1=835787476
48'B, tp=47, ts=47, x0=3819445, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000070
48'B, tp=47, ts=47, x0=829758339, x1=1
48'B, tp=47, ts=47, x0=301443075, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=318105800, x1=5
48'A, tp=47, ts=47, x0=7, x1=283755852
48'B, tp=47, ts=47, x0=400035663, x1=3
48'C, tp=47, ts=47, x0=1000002, x1=1000012
48'C, tp=47, ts=47, x0=1000003, x1=1000005
48'B, tp=47, ts=47, x0=848389890, x1=92
48'C, tp=47, ts=47, x0=1000001, x1=1000009
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'C, tp=47, ts=47, x0=1000006, x1=1000004
48'B, tp=47, ts=47, x0=550536773, x1=1
48'B, tp=47, ts=47, x0=781097178, x1=9
48'C, tp=47, ts=47, x0=1000003, x1=1000021
48'B, tp=47, ts=47, x0=238815012, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=793359127, x1=11
48'C, tp=47, ts=47, x0=1000029, x1=1000010
48'B, tp=47, ts=47, x0=909339925, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000008
48'B, tp=47, ts=47, x0=683617056, x1=1
48'B, tp=47, ts=47, x0=208992305, x1=1
48'C, tp=47, ts=47, x0=1000004, x1=1000012
48'C, tp=47, ts=47, x0=1000001, x1=1000006
48'C, tp=47, ts=47, x0=1000002, x1=1000006
48'B, tp=47, ts=47, x0=986720620, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000043
48'C, tp=47, ts=47, x0=1000004, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000239
48'B, tp=47, ts=47, x0=446189448, x1=1
48'B, tp=47, ts=47, x0=420396471, x1=1
48'A, tp=47, ts=47, x0=4, x1=470381680
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'A, tp=47, ts=47, x0=81, x1=126344747
48'C, tp=47, ts=47, x0=1000002, x1=1000005
48'A, tp=47, ts=47, x0=10, x1=183131683
48'A, tp=47, ts=47, x0=4, x1=719923993
48'B, tp=47, ts=47, x0=674690384, x1=5
48'B, tp=47, ts=47, x0=308932559, x1=5
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'A, tp=47, ts=47, x0=21, x1=326370359
48'B, tp=47, ts=47, x0=746750758, x1=1
48'B, tp=47, ts=47, x0=367313859, x1=2
48'B, tp=47, ts=47, x0=705517468, x1=3
48'B, tp=47, ts=47, x0=998633388, x1=2
48'B, tp=47, ts=47, x0=878955313, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'B, tp=47, ts=47, x0=583677399, x1=1
48'C, tp=47, ts=47, x0=1000003, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000008
48'B, tp=47, ts=47, x0=247242349, x1=1
48'A, tp=47, ts=47, x0=10, x1=676961784
48'B, tp=47, ts=47, x0=966363171, x1=50
48'A, tp=47, ts=47, x0=4, x1=510042925
48'C, tp=47, ts=47, x0=1000049, x1=1000005
48'C, tp=47, ts=47, x0=1000001, x1=1000010
48'B, tp=47, ts=47, x0=55034244, x1=1
48'B, tp=47, ts=47, x0=776536162, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=540119097, x1=10
48'B, tp=47, ts=47, x0=680061457, x1=2
48'B, tp=47, ts=47, x0=591505606, x1=8
48'A, tp=47, ts=47, x0=4, x1=475536475
48'B, tp=47, ts=47, x0=461873860, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=177481377, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000007
48'A, tp=47, ts=47, x0=4, x1=745159019
48'B, tp=47, ts=47, x0=771251346, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'B, tp=47, ts=47, x0=766009318, x1=1
48'B, tp=47, ts=47, x0=690438297, x1=1
48'B, tp=47, ts=47, x0=799139590, x1=1
48'B, tp=47, ts=47, x0=973441973, x1=2
48'C, tp=47, ts=47, x0=1000004, x1=1001219
48'C, tp=47, ts=47, x0=1000004, x1=1000070
48'B, tp=47, ts=47, x0=54196510, x1=1
48'B, tp=47, ts=47, x0=553606881, x1=2
48'C, tp=47, ts=47, x0=1000007, x1=1000004
48'B, tp=47, ts=47, x0=230390077, x1=19
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=114367622, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'C, tp=47, ts=47, x0=1000023, x1=1000014
48'B, tp=47, ts=47, x0=585118169, x1=2
48'B, tp=47, ts=47, x0=113869615, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000158
48'C, tp=47, ts=47, x0=1000003, x1=1000022
48'B, tp=47, ts=47, x0=207794792, x1=3
48'B, tp=47, ts=47, x0=72279323, x1=4
48'B, tp=47, ts=47, x0=61913265, x1=1
48'B, tp=47, ts=47, x0=173182969, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000012
48'B, tp=47, ts=47, x0=509253635, x1=1
48'A, tp=47, ts=47, x0=4, x1=273870289
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=302502989, x1=1
48'A, tp=47, ts=47, x0=51, x1=796530368
48'B, tp=47, ts=47, x0=796530368, x1=1
48'B, tp=47, ts=47, x0=727011028, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000023
48'C, tp=47, ts=47, x0=1000001, x1=1000036
48'C, tp=47, ts=47, x0=1000003, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000003, x1=1000006
48'B, tp=47, ts=47, x0=577587681, x1=2
48'B, tp=47, ts=47, x0=236265193, x1=7
48'B, tp=47, ts=47, x0=312854877, x1=1
48'B, tp=47, ts=47, x0=361136140, x1=2
48'B, tp=47, ts=47, x0=942821235, x1=1
48'B, tp=47, ts=47, x0=4306346, x1=3
48'B, tp=47, ts=47, x0=836277548, x1=1
48'B, tp=47, ts=47, x0=895662401, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000008
48'B, tp=47, ts=47, x0=948996050, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000005
48'B, tp=47, ts=47, x0=186429964, x1=1
48'B, tp=47, ts=47, x0=235173085, x1=1
48'A, tp=47, ts=47, x0=9, x1=477047000
48'A, tp=47, ts=47, x0=5, x1=802721921
48'A, tp=47, ts=47, x0=4, x1=43032256
48'C, tp=47, ts=47, x0=1000022, x1=1000018
48'B, tp=47, ts=47, x0=413430572, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'C, tp=47, ts=47, x0=1000002, x1=1000057
48'B, tp=47, ts=47, x0=204972369, x1=5
48'B, tp=47, ts=47, x0=107986541, x1=3
48'C, tp=47, ts=47, x0=1000003, x1=1000004
48'B, tp=47, ts=47, x0=57207121, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=879337080, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'B, tp=47, ts=47, x0=803685590, x1=2
48'C, tp=47, ts=47, x0=1000005, x1=1000004
48'B, tp=47, ts=47, x0=637745193, x1=2
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000006, x1=1000004
48'B, tp=47, ts=47, x0=542452721, x1=1
48'B, tp=47, ts=47, x0=460932242, x1=1
48'B, tp=47, ts=47, x0=212860752, x1=18
48'B, tp=47, ts=47, x0=1761432, x1=1
48'C, tp=47, ts=47, x0=1000045, x1=1000005
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000017
48'B, tp=47, ts=47, x0=474459856, x1=1
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'C, tp=47, ts=47, x0=1000003, x1=1000021
48'A, tp=47, ts=47, x0=4, x1=941756155
48'B, tp=47, ts=47, x0=894545943, x1=4
48'B, tp=47, ts=47, x0=901456828, x1=5
48'C, tp=47, ts=47, x0=1000139, x1=1000007
48'C, tp=47, ts=47, x0=1000002, x1=1000004
48'B, tp=47, ts=47, x0=326898489, x1=5
48'B, tp=47, ts=47, x0=936000874, x1=1
48'A, tp=47, ts=47, x0=4, x1=683592102
48'C, tp=47, ts=47, x0=1000007, x1=1000006
48'C, tp=47, ts=47, x0=1000001, x1=1000005
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'B, tp=47, ts=47, x0=75739911, x1=2
48'B, tp=47, ts=47, x0=141277703, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000010
48'B, tp=47, ts=47, x0=8591834, x1=1
48'B, tp=47, ts=47, x0=291054045, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000014
48'B, tp=47, ts=47, x0=18400042, x1=63
48'A, tp=47, ts=47, x0=687, x1=105530497
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000032, x1=1000006
48'A, tp=47, ts=47, x0=4, x1=557488398
48'B, tp=47, ts=47, x0=264928240, x1=2
48'C, tp=47, ts=47, x0=1000002, x1=1000005
48'B, tp=47, ts=47, x0=119785813, x1=1
48'B, tp=47, ts=47, x0=861705393, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000004
48'C, tp=47, ts=47, x0=1000002, x1=1000107
48'B, tp=47, ts=47, x0=312164750, x1=1
48'B, tp=47, ts=47, x0=823305326, x1=2
48'B, tp=47, ts=47, x0=240597633, x1=1
48'B, tp=47, ts=47, x0=793200998, x1=1
48'C, tp=47, ts=47, x0=1000006, x1=1000005
48'C, tp=47, ts=47, x0=1000003, x1=1000009
48'C, tp=47, ts=47, x0=1000002, x1=1000006
48'B, tp=47, ts=47, x0=69711689, x1=1
48'C, tp=47, ts=47, x0=1000001, x1=1000008
